Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 9,2: Interest in student learning,3: Explain course requirements,4: Clear learning goals,5: Instructor provides Feedback to students,6: Importance of subject,7: Explains subject matter,8: Show respect for students,9: Overall teaching,10: Overall course
Spring,2017,SUBHA DAS,CMY,09218,ORGANIC CHEMISTRY II,1,31,63,49%,4.71,7.52,4.77,4.74,4.71,4.74,4.58,4.71,4.55,4.65
Spring,2017,KEVIN NOONAN,CMY,09220,MODRN ORGANIC CMY II,1,10,18,56%,4.90,10.10,5.00,4.90,5.00,4.90,5.00,5.00,4.60,4.90
Spring,2017,GIZELLE SHERWOOD,CMY,09221,LAB I: INTR CHMY ANL,1,38,72,53%,4.21,19.24,4.34,4.42,4.16,4.32,3.61,4.11,3.87,3.71
Spring,2017,SUSAN GRAUL,CMY,09222,LAB II:ORGNC SYN ANL,1,12,17,71%,4.42,10.73,4.58,3.92,3.92,4.27,4.50,4.00,3.75,4.33
Spring,2017,CHRISTOPHER SULLIVAN,CMY,09331,MODRN ANALYTCL INSTR,1,12,21,57%,4.00,9.50,3.92,4.50,3.83,4.08,4.25,3.58,4.00,3.42
Spring,2017,YISONG GUO,CMY,09345,PHYSCL CHEM THERMO,1,12,25,48%,3.58,9.50,3.33,3.83,3.92,3.58,4.17,3.58,3.75,3.33
Spring,2017,CATALINA ACHIM,CMY,09348,INORGANIC CHEMISTRY,1,36,38,95%,4.42,8.75,3.97,4.69,3.97,4.14,4.69,4.08,4.00,3.97
Spring,2017,KRZYSZTOF MATYJASZEWSKI,CMY,09502,ORGNC CHEM POLYMERS,A,3,8,38%,4.67,13.00,4.33,4.33,4.33,4.33,5.00,4.33,4.00,4.33
Spring,2017,TERRENCE COLLINS,CMY,09510,CMSTY & SUSTAIN,A,8,12,67%,5.00,5.00,4.25,4.63,4.38,4.75,5.00,4.25,3.38,4.38
Spring,2017,MARIA KURNIKOVA,CMY,09560,COMPUTATNL CHEMISTRY,1,4,5,80%,4.25,8.00,3.75,4.50,3.75,4.00,4.50,3.50,3.75,4.00
Spring,2017,RONGCHAO JIN,CMY,09707,NANOPARTICLES,A,10,12,83%,4.70,7.40,4.67,4.60,4.60,4.70,4.80,4.70,4.50,4.70
Spring,2017,TERRENCE COLLINS,CMY,09710,CMSTY & SUSTAIN,A,3,4,75%,5.00,6.50,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Spring,2017,GLORIA SILVA,CMY,09714,ADV ORGANIC CHEMSTRY,A,2,3,67%,5.00,9.50,5.00,5.00,5.00,5.00,5.00,4.50,5.00,4.50
Spring,2017,GLORIA SILVA,CMY,09716,BIOACTV NATRL PRODCT,A,4,4,100%,5.00,8.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Spring,2017,DANITH LY,CMY,09737,MEDCNL CMY DRG DEVLP,A,5,15,33%,4.60,6.80,4.60,4.60,4.00,3.80,5.00,4.80,3.80,3.80
Spring,2017,KRZYSZTOF MATYJASZEWSKI,CMY,09741,ORGNC CHEM POLYMERS,A,10,12,83%,4.90,12.50,4.70,4.80,4.90,4.90,5.00,4.70,4.60,4.60
Spring,2017,STEFANIE SYDLIK,CMY,09826,SP TPC POL CMY,1,14,17,82%,4.36,9.79,4.07,4.57,3.86,4.00,4.64,4.14,4.07,3.93
Spring,2017,KEN HOVIS,MCS,38100,CATALYST,A4,13,28,46%,3.92,2.92,4.17,4.23,4.31,4.31,4.25,4.17,4.08,3.92
Spring,2017,KEN HOVIS,MCS,38230,ENGAGE IN WELLNESS:,A3,47,174,27%,3.09,3.37,3.09,3.28,3.27,3.33,3.67,3.21,3.20,2.77
Spring,2017,MARY RADCLIFFE,MSC,21101,FRESHMAN MATH SEMINR,A3,4,4,100%,4.75,5.00,4.50,4.50,4.50,4.50,4.75,4.50,4.50,4.50
Spring,2017,DANA BARTOSOVA,MSC,21111,CALCULUS I,1,6,16,38%,3.17,6.00,2.33,3.33,2.83,3.00,3.83,2.00,2.67,2.00
Spring,2017,DEBORAH BRANDON,MSC,21112,CALCULUS II,1,19,45,42%,4.53,5.95,4.32,4.79,4.53,4.47,4.79,4.53,4.47,4.58
Spring,2017,RUSSELL WALKER,MSC,21120,DIFFERENTIAL INT CAL,1,18,33,55%,4.35,7.65,4.11,4.39,4.22,4.06,4.44,4.18,4.00,4.06
Spring,2017,MARION OLIVER,MSC,21120,DIFFERENTIAL INT CAL,W,17,29,59%,3.94,9.82,3.41,4.06,3.94,4.06,4.47,3.59,3.65,3.71
Spring,2017,MARION OLIVER,MSC,21120,DIFFERENTIAL INT CAL,X,29,42,69%,3.28,11.36,3.10,3.41,3.14,3.31,4.07,3.03,3.34,3.07
Spring,2017,TIMOTHY FLAHERTY,MSC,21122,INTEGRTN & APPROX,1,60,112,54%,3.54,9.09,3.53,3.70,3.60,3.58,3.33,3.31,3.23,3.35
Spring,2017,TIMOTHY FLAHERTY,MSC,21122,INTEGRTN & APPROX,2,51,114,45%,3.82,10.20,3.69,4.02,3.90,4.02,3.75,3.64,3.50,3.71
Spring,2017,MARION OLIVER,MSC,21122,INTEGRTN & APPROX,W,12,15,80%,2.75,7.75,3.08,3.17,3.25,3.25,3.92,2.75,3.17,2.58
Spring,2017,PETER GLADBACH,MSC,21124,CALC II BIO & CHEMST,1,23,31,74%,3.74,8.57,3.48,3.96,3.65,3.65,4.65,3.43,3.35,3.30
Spring,2017,ROY NICOLAIDES,MSC,21126,INTRO MATHMTCL SFTWR,A,11,20,55%,3.70,5.00,3.60,3.90,3.80,3.70,4.10,3.80,3.50,3.70
Spring,2017,ROY NICOLAIDES,MSC,21126,INTRO MATHMTCL SFTWR,B,2,7,29%,4.00,5.00,4.00,4.00,4.00,4.50,4.50,4.00,4.00,4.00
Spring,2017,ROY NICOLAIDES,MSC,21126,INTRO MATHMTCL SFTWR,C,12,21,57%,4.42,3.50,4.42,4.17,4.08,4.25,4.58,4.42,4.25,4.58
Spring,2017,GREGORY JOHNSON,MSC,21127,CONCEPTS OF MATHMTCS,1,42,93,45%,4.21,10.71,4.57,4.38,4.62,4.60,4.52,4.52,4.17,4.33
Spring,2017,GREGORY JOHNSON,MSC,21127,CONCEPTS OF MATHMTCS,2,60,99,61%,4.23,11.45,4.40,4.42,4.40,4.38,4.48,4.32,4.20,4.22
Spring,2017,DAVID OFFNER,MSC,21127,CONCEPTS OF MATHMTCS,3,53,98,54%,4.60,11.84,4.58,4.49,4.66,4.64,4.60,4.53,4.34,4.47
Spring,2017,NIRAJ KHARE,MSC,21127,CONCEPTS OF MATHMTCS,W,7,11,64%,4.86,8.86,4.00,4.43,4.43,4.57,4.29,4.43,4.14,4.29
Spring,2017,PO-SHEN LOH,MSC,21228,DISCRETE MATH,1,29,52,56%,4.90,8.70,5.00,5.00,4.83,4.93,5.00,5.00,4.76,4.90
Spring,2017,GIOVANNI LEONI,MSC,21236,MTHMTCL STDS ANL II,A,10,13,77%,4.90,12.20,4.90,5.00,4.60,5.00,5.00,5.00,4.70,5.00
Spring,2017,CLINTON CONLEY,MSC,21238,MTHML STD ALGEBRA II,A,15,16,94%,4.87,9.60,4.93,4.93,4.80,4.73,5.00,4.93,4.53,4.93
Spring,2017,ADAM GUTTER,MSC,21240,MATRIX ALGBA APPLC,1,32,69,46%,3.34,7.59,3.09,3.81,3.38,3.56,3.41,3.06,3.06,3.03
Spring,2017,IRINA GHEORGHICIUC,MSC,21241,MATRC & LINR TRNSF,1,28,60,47%,4.00,9.50,4.36,4.36,4.43,4.29,4.21,4.36,4.00,4.21
Spring,2017,IRINA GHEORGHICIUC,MSC,21241,MATRC & LINR TRNSF,2,32,70,46%,4.28,8.47,4.31,4.53,4.41,4.34,4.22,4.09,3.97,3.94
Spring,2017,JOSHUA BALLEW,MSC,21241,MATRC & LINR TRNSF,3,19,36,53%,4.05,9.11,4.37,4.21,4.32,4.47,4.63,4.00,3.79,3.89
Spring,2017,AGOSTON PISZTORA,MSC,21242,MATRIX THEORY,1,7,11,64%,4.14,9.71,4.29,4.67,4.14,4.00,4.43,4.29,4.14,4.43
Spring,2017,DANIELA MIHAI,MSC,21256,MULTIVARIATE ANALYS,1,48,109,44%,4.17,10.53,4.33,4.38,4.58,4.52,4.56,4.34,4.04,4.23
Spring,2017,DANIELA MIHAI,MSC,21256,MULTIVARIATE ANALYS,2,18,49,37%,4.17,10.89,4.61,4.39,4.65,4.50,4.67,4.50,4.22,4.06
Spring,2017,ADAM GUTTER,MSC,21257,MODL METH OPTIMIZATN,1,36,60,60%,3.72,7.94,3.50,4.11,3.92,4.11,3.94,3.47,3.56,3.61
Spring,2017,HASAN DEMIRKOPARAN,MSC,21257,MODL METH OPTIMIZATN,W,21,37,57%,4.29,12.20,4.48,4.38,4.62,4.38,4.95,4.29,3.95,4.05
Spring,2017,DAVID HANDRON,MSC,21259,CALCULUS IN 3-D,1,66,116,57%,3.40,8.05,3.40,3.77,3.80,3.63,4.14,3.28,3.26,3.34
Spring,2017,DAVID HANDRON,MSC,21259,CALCULUS IN 3-D,2,48,79,61%,3.62,8.06,3.51,4.02,3.94,3.71,4.50,3.52,3.56,3.48
Spring,2017,DAVID HANDRON,MSC,21260,DIFFRENTL EQUATIONS,1,71,111,64%,4.01,9.47,3.81,4.15,3.83,3.82,4.45,3.79,3.48,3.71
Spring,2017,XI GENG,MSC,21260,DIFFRENTL EQUATIONS,2,52,101,51%,3.76,9.58,3.73,4.20,3.73,3.69,4.49,3.59,3.57,3.60
Spring,2017,DEJAN SLEPCEV,MSC,21261,INTRO ORDNY DIFF EQT,1,18,33,55%,4.47,8.17,4.39,4.56,4.33,4.33,4.61,4.50,4.11,4.50
Spring,2017,LAURENT GILLES DIETRICH,MSC,21268,MULTIDIMNSL CALCULUS,1,25,36,69%,3.96,8.75,3.84,4.16,3.80,3.96,4.60,3.72,3.60,3.80
Spring,2017,GAUTAM IYER,MSC,21269,VECTOR ANALYSIS,1,18,23,78%,4.78,12.06,4.89,5.00,4.61,4.72,4.94,4.94,4.61,4.83
Spring,2017,WILLIAM HRUSA,MSC,21270,INTRO MATH FINANCE,A,74,119,62%,4.93,8.38,4.95,4.96,4.93,4.95,4.96,4.95,4.92,4.92
Spring,2017,RICCARDO CRISTOFERI,MSC,21272,INTRO PDE,A,10,12,83%,4.00,8.90,4.00,4.90,4.20,4.10,5.00,4.00,3.90,4.00
Spring,2017,SHLOMO TAASAN,MSC,21292,OPERATIONS RSCH I,1,28,63,44%,3.32,8.44,3.11,3.50,3.43,3.25,4.00,3.04,3.29,3.11
Spring,2017,JOHN MACKEY,MSC,21301,COMBINATORICS,A,26,54,48%,4.81,10.12,4.85,4.85,4.81,4.73,4.77,4.85,4.58,4.69
Spring,2017,NIRAJ KHARE,MSC,21301,COMBINATORICS,W,3,4,75%,4.67,13.33,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67
Spring,2017,TIMOTHY FLAHERTY,MSC,21320,SYMBOLIC PROG MTHDS,A,10,16,63%,4.70,8.30,4.40,4.50,4.70,4.60,4.80,4.40,4.50,4.60
Spring,2017,ERNEST SCHIMMERLING,MSC,21329,SET THEORY,A,5,10,50%,3.40,11.00,3.20,3.00,3.00,3.20,1.80,2.40,2.80,2.60
Spring,2017,JOSEPH ZIELINSKI,MSC,21341,LINEAR ALGEBRA,A,9,18,50%,4.22,7.67,4.67,4.33,4.22,4.11,4.56,4.33,4.00,4.22
Spring,2017,JANUSZ GINSTER,MSC,21355,PRINCPL REAL ANLYS I,A,15,27,56%,4.27,10.20,4.33,4.67,4.67,4.47,4.80,4.40,4.57,4.33
Spring,2017,ELNUR EMRAH,MSC,21355,PRINCPL REAL ANLYS I,B,9,18,50%,4.56,9.50,4.56,4.56,4.78,4.56,5.00,4.44,4.56,4.44
Spring,2017,HASAN DEMIRKOPARAN,MSC,21355,PRINCPL REAL ANLYS I,W,4,5,80%,4.50,15.00,5.00,5.00,4.75,4.50,5.00,4.50,5.00,4.75
Spring,2017,MARCO CAROCCIA,MSC,21356,PRINC REAL ANLYS II,A,23,37,62%,4.61,8.65,4.70,4.43,4.61,4.57,4.70,4.52,4.39,4.35
Spring,2017,MARY RADCLIFFE,MSC,21366,TPCS APPLIED MATH,A,10,20,50%,4.80,4.10,4.60,4.90,4.80,4.80,4.90,4.70,4.40,4.60
Spring,2017,SHLOMO TAASAN,MSC,21369,NUMERICAL METHODS,A,8,22,36%,4.25,7.25,4.50,4.88,4.75,4.38,4.88,4.63,4.00,4.63
Spring,2017,DANA BARTOSOVA,MSC,21373,ALGEBRAIC STRUCTURES,A,8,18,44%,4.13,11.00,4.38,4.63,4.00,4.38,4.63,4.00,4.13,4.13
Spring,2017,RAMI GROSSBERG,MSC,21374,FIELD THEORY,A,4,5,80%,4.25,8.75,4.50,5.00,3.50,4.00,4.75,4.50,4.00,4.50
Spring,2017,DMITRY KRAMKOV,MSC,21420,CONTNUOUS TIME FINNC,A,22,39,56%,4.23,11.14,3.82,4.45,4.23,4.00,4.59,3.95,4.00,4.00
Spring,2017,NIRAJ KHARE,MSC,21441,NUMBER THEORY,W,1,4,25%,5.00,5.00,5.00,5.00,4.00,5.00,5.00,5.00,5.00,5.00
Spring,2017,RUSSELL WALKER,MSC,21465,TOPOLOGY,A,1,6,17%,5.00,8.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Spring,2017,WESLEY PEGDEN,MSC,21484,GRAPH THEORY,A,21,34,62%,4.14,10.43,4.62,4.48,4.38,4.33,4.62,4.33,3.52,4.33
Spring,2017,DAVID KINDERLEHRER,MSC,21499,UNDERGRAD RES TOPIC,A,3,7,43%,5.00,5.00,4.33,5.00,4.67,4.33,5.00,4.67,4.67,4.67
Spring,2017,WESLEY PEGDEN,MSC,21499,UNDERGRAD RES TOPIC,B,4,6,67%,3.75,6.50,4.25,4.25,3.75,3.75,4.25,4.25,4.00,4.25
Spring,2017,RICHARD STATMAN,MSC,21604,INTRO RECURSION THRY,A,5,8,63%,4.20,7.40,4.00,4.40,4.40,4.20,5.00,4.00,4.40,4.20
Spring,2017,JAMES CUMMINGS,MSC,21623,COMPLEX ANALYSIS,A,11,14,79%,4.55,8.55,4.55,4.36,3.09,3.82,4.91,4.20,2.45,3.82
Spring,2017,JACK SCHAEFFER,MSC,21630,ORD DIFF EQUATIONS,A,5,6,83%,5.00,9.20,5.00,5.00,5.00,5.00,5.00,5.00,4.80,5.00
Spring,2017,IRENE FONSECA,MSC,21640,INTRO FUNCTNL ANALY,A,6,10,60%,4.33,13.17,4.17,4.17,5.00,4.67,4.33,3.83,4.33,4.00
Spring,2017,HAYDEN SCHAEFFER,MSC,21660,INTRO NMRCL ANALY I,A,7,8,88%,5.00,10.71,5.00,5.00,5.00,5.00,5.00,4.86,5.00,4.86
Spring,2017,ERNEST SCHIMMERLING,MSC,21702,SET THEORY II,A,5,5,100%,5.00,11.00,4.80,5.00,5.00,4.80,4.80,5.00,4.80,4.80
Spring,2017,DMITRY KRAMKOV,MSC,21721,PROBABILITY,A,3,5,60%,4.33,10.00,4.00,4.00,4.00,4.33,4.67,4.33,4.00,3.67
Spring,2017,GIOVANNI LEONI,MSC,21723,ADVANCED REAL ANALYS,A,12,15,80%,4.58,14.33,5.00,5.00,4.92,4.75,5.00,5.00,4.75,4.92
Spring,2017,THOMAS BOHMAN,MSC,21737,PROBLST COMBNATORCS,A,6,10,60%,4.83,11.17,5.00,4.83,4.83,5.00,5.00,5.00,4.67,4.83
Spring,2017,NOEL WALKINGTON,MSC,21762,FINITE ELEM METHODS,A,3,4,75%,4.67,9.00,4.33,5.00,4.67,4.67,5.00,4.33,4.50,4.33
Spring,2017,FLORIN MANOLACHE,MSC,21765,PARALLEL & SCI COMP,A,4,10,40%,4.00,6.00,4.75,5.00,4.50,4.50,5.00,4.75,4.25,4.25
Spring,2017,NOEL WALKINGTON,MSC,21770,INTRO CONTIN MCHNCS,A,5,6,83%,4.40,13.00,4.20,4.20,4.00,3.80,4.20,4.00,4.40,4.20
