Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 9,2: Interest in student learning,3: Explain course requirements,4: Clear learning goals,5: Instructor provides Feedback to students,6: Importance of subject,7: Explains subject matter,8: Show respect for students,9: Overall teaching,10: Overall course
Summer,2017,NAUM KATS,HIS,79274,"RUS CULT:LIT,MUS,ART",S,5,8,63%,8.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Summer,2017,NICO SLATE,HIS,79318,SUSTNB SOC CHG HS PR,E,13,16,81%,10.08,5.00,4.92,4.92,5.00,4.92,5.00,5.00,5.00,5.00
Summer,2017,NAUM KATS,HIS,79347,TPCS IN EURO STUDIES,S,5,8,63%,6.20,5.00,4.80,4.80,5.00,5.00,4.60,5.00,4.80,4.80
Summer,2017,JOHN THOMAS,HSS,66221,TOPICS OF LAW,S,10,13,77%,6.67,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Summer,2017,SELMA LIMAM MANSAR,ISH,67373,SFTWR DEVLPMNT PROJ,W,6,8,75%,26.00,4.50,4.17,4.33,4.67,4.17,4.00,4.50,4.33,4.50
Summer,2017,MAME-FATOU NIANG,ML,82101,ELEMENTARY FRENCH I,U,1,4,25%,17.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Summer,2017,BONNIE YOUNGS,ML,82103,ELEM FRENCH I ONLINE,S,2,3,67%,17.50,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Summer,2017,NEVINE ABRAHAM,ML,82114,ARBC GLBL EXCHNG ONL,U,1,2,50%,2.00,5.00,2.00,5.00,3.00,5.00,5.00,5.00,5.00,5.00
Summer,2017,MARIA DIAZ DIAZ,ML,82141,ELEMENTARY SPANISH I,S,4,5,80%,14.75,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,4.75
Summer,2017,GIOVANNI PUPPO,ML,82161,ELEMENTARY ITALIAN I,S,3,5,60%,12.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Summer,2017,GIOVANNI PUPPO,ML,82162,ELEM ITALIAN II,U,1,2,50%,11.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Summer,2017,FANG-CHI SCHEIDE,ML,82171,ELEM JAPANESE I,S,3,3,100%,13.00,5.00,4.67,5.00,5.00,5.00,4.67,5.00,5.00,5.00
Summer,2017,FANG-CHI SCHEIDE,ML,82171,ELEM JAPANESE I,U,2,2,100%,21.00,3.50,4.00,4.00,4.00,4.00,4.00,4.00,4.00,4.00
Summer,2017,FANG-CHI SCHEIDE,ML,82172,ELEM JAPANESE II,S,2,2,100%,11.00,5.00,5.00,5.00,4.50,5.00,4.50,5.00,5.00,5.00
Summer,2017,YASUFUMI IWASAKI,ML,82173,INTRO JAPANESE I,S,2,2,100%,12.50,4.50,5.00,5.00,5.00,4.50,4.50,5.00,5.00,5.00
Summer,2017,NAUM KATS,ML,82191,ELEM RUSSIAN I,S,2,3,67%,8.00,4.50,4.50,4.50,4.50,4.50,4.50,4.50,4.50,4.50
Summer,2017,MAME-FATOU NIANG,ML,82202,INTERMED FRENCH II,U,2,2,100%,11.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Summer,2017,FANG-CHI SCHEIDE,ML,82272,INTERMED JAPANESE II,S,2,2,100%,20.50,5.00,5.00,5.00,4.50,5.00,4.50,5.00,4.50,4.50
Summer,2017,YOSHIHIRO YASUHARA,ML,82278,JAPANESE FLM LIT,S,3,3,100%,10.00,4.67,5.00,4.67,4.67,4.67,5.00,5.00,4.67,4.67
Summer,2017,REMI VAN COMPERNOLLE,ML,82283,LANG DIV CLTRL IDTY,S,2,3,67%,11.00,5.00,5.00,4.50,5.00,5.00,4.50,4.50,5.00,4.50
Summer,2017,NAUM KATS,ML,82293,INTRO RUSSIAN CULTRE,S,2,2,100%,6.50,5.00,5.00,4.50,4.00,4.50,4.00,5.00,5.00,5.00
Summer,2017,AEYAZ KAYANI,PHI,80100,INTRO TO PHILOSOPHY,S,5,5,100%,12.20,4.80,4.80,4.60,4.80,4.80,4.80,5.00,5.00,5.00
Summer,2017,AIDAN KESTIGIAN,PHI,80100,INTRO TO PHILOSOPHY,U ,7,9,78%,9.00,5.00,5.00,5.00,4.67,4.33,4.00,5.00,4.67,4.67
Summer,2017,JACOB STEEN,PHI,80130,INTRO TO ETHICS,E,2,2,100%,6.50,4.00,5.00,5.00,5.00,5.00,5.00,4.50,5.00,5.00
Summer,2017,JACOB STEEN,PHI,80130,INTRO TO ETHICS,U,1,3,33%,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Summer,2017,FARZANEH DERAKHSHAN,PHI,80210,LOGIC AND PROOFS,U,4,5,80%,10.25,4.75,4.00,4.25,4.25,3.50,4.25,5.00,4.33,4.00
Summer,2017,CAITLIN PARKER,PHI,80212,ARGUMNTS LOGCL ANLYS,S,1,3,33%,11.00,3.00,5.00,4.00,4.00,4.00,4.00,5.00,4.00,4.00
Summer,2017,MATE SZABO,PHI,80214,"CMPTG, AI, & PHIL",S,3,5,60%,15.00,5.00,4.67,5.00,5.00,5.00,4.67,5.00,4.67,4.67
Summer,2017,WILLIAM NALLS,PHI,80276,PHILOSOPHY OF RELGN,E,2,2,100%,9.50,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Summer,2017,CHANTE BOYD,PSY,85102,INTRO TO PSYCHOLOGY,E,8,14,57%,17.00,4.75,4.75,4.63,4.00,4.50,4.63,4.75,4.38,4.50
Summer,2017,CHANTE BOYD,PSY,85102,INTRO TO PSYCHOLOGY,U,2,5,40%,14.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Summer,2017,CHANTE BOYD,PSY,85241,SOCIAL PSYCHOLOGY,E,6,10,60%,11.50,4.67,4.83,4.83,4.83,5.00,4.83,4.67,4.83,4.83
Summer,2017,CHANTE BOYD,PSY,85241,SOCIAL PSYCHOLOGY,U,7,13,54%,11.67,4.43,3.86,4.43,4.00,4.71,4.71,4.57,4.43,4.29
Summer,2017,GORDON WEINBERG,STA,36200,REASONING DATA,E,9,13,69%,14.50,4.78,4.56,4.56,4.56,4.44,4.67,4.89,4.67,4.44
Summer,2017,BRENDAN MCVEIGH,STA,36201,STATS REASON PRACTCE,E,13,18,72%,11.54,4.62,4.31,4.00,4.08,4.38,3.85,4.62,3.92,4.38
Summer,2017,GORDON WEINBERG,STA,36201,STATS REASON PRACTCE,S,10,14,71%,11.00,4.60,4.70,4.50,4.50,4.40,4.60,4.60,4.50,4.50
Summer,2017,BRENDAN MCVEIGH,STA,36201,STATS REASON PRACTCE,U,5,9,56%,10.40,4.20,4.20,4.00,4.20,4.40,4.00,4.80,3.80,4.00
Summer,2017,KOLE REDDIG,STA,36208,REGRESSION ANALYSIS,U,5,5,100%,8.00,5.00,4.60,4.20,4.60,4.60,4.40,5.00,4.60,4.40
Summer,2017,ROBERT LUNDE,STA,36217,PROB THEO RNDM PROC,S,12,24,50%,11.75,4.33,4.08,4.00,3.92,4.00,3.67,4.75,3.67,3.75
Summer,2017,Amanda LUBY,STA,36225,INTRO PROBLTY THEORY,S,18,20,90%,12.56,4.67,4.72,4.61,4.56,4.61,4.39,4.89,4.44,4.44
Summer,2017,PURVASHA CHAKRAVARTI,STA,36226,INTRO STATCL INFRCE,U,16,28,57%,12.94,4.94,4.81,4.88,4.75,4.63,4.75,4.94,4.75,4.69
Summer,2017,FRANCESCA MATANO,STA,36309,EX DES BEHA SOC SCI,E,2,2,100%,19.00,4.50,4.50,4.50,4.50,4.50,4.50,4.50,4.50,4.50
Summer,2017,FRANCESCA MATANO,STA,36309,EX DES BEHA SOC SCI,U,6,7,86%,13.67,5.00,5.00,5.00,4.83,5.00,4.50,5.00,4.67,4.50
Summer,2017,BENJAMIN LEROY,STA,36315,STAT GRPHCS & VISUAL,S,11,19,58%,13.82,4.09,3.55,3.55,3.91,3.82,3.55,4.00,3.55,3.64
Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Responses,Enrollment,Resp. Rate %,2: Interest in student learning,3: Explain course requirements,4: Clear learning goals,5: Instructor provides Feedback to students,6: Importance of subject,7: Explains subject matter,8: Show respect for students,9: Overall teaching,10: Overall course,
,2017,,,,Year of 2017,,1,7,14%,5,5,5,5,5,5,5,5,5,
Spring,2017,KUN ZHANG,PHI,80617,FRML MTHS SEMINAR,A3,1,7,14%,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,
Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 9,2: Interest in student learning,3: Explain course requirements,4: Clear learning goals,5: Instructor provides Feedback to students,6: Importance of subject,7: Explains subject matter,8: Show respect for students,9: Overall teaching,10: Overall course
,2017,,,,Year of 2017,,5227,9166,57%,7.73,4.57,4.42,4.44,4.3,4.5,4.46,4.68,4.42,4.32
Spring,2017,WAYNE WU,CNB,86701,SP TPC COGNTV SCIENC,A,1,2,50%,5.00,3.00,3.00,3.00,3.00,3.00,3.00,4.00,3.00,3.00
Spring,2017,ELIF INCEKARA HAFALIR,ECO,73101,FRESHMAN SEMINAR,A,8,16,50%,5.38,4.25,3.63,3.88,3.75,4.38,4.50,4.63,4.25,4.13
Spring,2017,STEPHEN SPEAR,ECO,73160,FDN MICROEC: AP & TH,1,8,15,53%,5.86,3.38,2.88,3.25,3.25,3.50,3.50,4.50,3.63,3.25
Spring,2017,MARYAM SAEEDI,ECO,73230,INTERMEDT MICRCOMCS,1,18,43,42%,8.00,3.67,3.50,3.56,3.39,3.72,3.39,4.18,3.39,3.39
Spring,2017,MARYAM SAEEDI,ECO,73230,INTERMEDT MICRCOMCS,2,45,86,52%,8.42,3.84,3.64,3.58,3.38,3.76,3.60,4.47,3.47,3.56
Spring,2017,SERRA BORANBAY AKAN,ECO,73230,INTERMEDT MICRCOMCS,W,29,41,71%,11.72,4.72,4.79,4.72,4.52,4.69,4.90,4.93,4.90,4.79
Spring,2017,ALI SHOURIDEH,ECO,73240,INTERMD MACROECONOMC,1,39,76,51%,8.59,4.31,3.95,4.08,3.77,4.44,3.97,4.54,4.03,4.00
Spring,2017,ALI SHOURIDEH,ECO,73240,INTERMD MACROECONOMC,2,15,42,36%,9.50,4.40,4.47,4.67,4.07,4.67,4.60,4.40,4.27,4.27
Spring,2017,JOSEPH RUDMAN,ECO,73270,WRITING FOR ECONOMST,A,8,20,40%,6.50,4.75,4.63,4.38,4.38,4.13,4.13,4.63,4.50,4.00
Spring,2017,JOACHIM GROEGER,ECO,73274,ECONOMETRICS I,1,24,38,63%,9.74,4.29,3.50,3.71,3.75,3.88,3.79,4.33,3.88,3.54
Spring,2017,ONUR KESTEN,ECO,73315,MARKET DESIGN,A,27,32,84%,8.48,4.56,4.42,4.37,4.37,4.67,4.44,4.74,4.41,4.33
Spring,2017,ARIEL ZETLIN-JONES,ECO,73338,FINANCIAL CRIS & RSK,A,9,18,50%,6.33,5.00,4.89,5.00,4.89,4.78,5.00,5.00,4.89,4.67
Spring,2017,ALEXEY KUSHNIR,ECO,73341,WTH FIRM: MNG THR IN,A,8,15,53%,6.88,4.88,4.88,4.88,4.75,4.75,5.00,5.00,4.88,4.88
Spring,2017,ELIF INCEKARA HAFALIR,ECO,73348,BEHAVIORAL ECONOMCS,A,10,22,45%,5.90,4.00,3.90,4.00,4.10,4.10,4.10,4.40,4.00,3.90
Spring,2017,CHESTER SPATT,ECO,73353,EC REG FIN MKTS,A,4,16,25%,5.00,4.00,3.25,4.00,4.50,4.75,4.25,5.00,4.25,4.25
Spring,2017,YAROSLAV KRYUKOV,ECO,73359,BENEFIT-COST ANALYSS,A,8,12,67%,8.00,4.25,4.00,3.88,4.13,4.00,3.63,4.86,3.50,3.63
Spring,2017,SERRA BORANBAY AKAN,ECO,73365,FRMS MARKET STRC STR,W,8,10,80%,8.43,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Spring,2017,REBECCA LESSEM,ECO,73407,FNDML STATCL MODELNG,A,10,27,37%,10.20,3.90,3.80,3.56,3.70,3.40,3.33,4.40,3.20,3.20
Spring,2017,AMAL HELU,ECO,73407,FNDML STATCL MODELNG,W,3,5,60%,10.00,4.33,3.00,3.67,3.67,4.00,2.67,4.00,3.00,3.33
Spring,2017,JOACHIM GROEGER,ECO,73415,DA DRV BIS PB PLY,A,11,22,50%,5.82,4.73,4.18,4.18,4.55,4.82,4.55,4.91,4.64,4.45
Spring,2017,TIMOTHY DERDENGER,ECO,73465,TECHNOLOGY STRATEGY,A,11,20,55%,6.80,4.36,4.64,4.64,4.36,4.82,4.36,4.36,4.27,4.45
Spring,2017,DAVID CERNIGLIA,ENG,76101,INTERPRETN & ARGMNT,A,10,19,53%,5.60,4.80,4.80,4.60,4.60,4.60,4.89,4.80,4.80,4.50
Spring,2017,DAVID CERNIGLIA,ENG,76101,INTERPRETN & ARGMNT,B,12,19,63%,4.50,4.42,4.58,4.58,4.75,4.50,4.42,4.92,4.75,4.75
Spring,2017,CALVIN POLLAK,ENG,76101,INTERPRETN & ARGMNT,BB,16,18,89%,6.69,4.38,4.56,4.56,4.63,4.44,4.38,4.56,4.25,4.06
Spring,2017,RACHEL GOODMANSON,ENG,76101,INTERPRETN & ARGMNT,C,18,19,95%,7.17,5.00,5.00,4.94,4.94,5.00,4.94,5.00,4.94,4.83
Spring,2017,BRADLEY FEST,ENG,76101,INTERPRETN & ARGMNT,CC,5,6,83%,7.40,4.60,4.60,4.40,4.00,4.40,4.40,4.20,4.20,4.20
Spring,2017,BRADLEY FEST,ENG,76101,INTERPRETN & ARGMNT,D,15,17,88%,7.40,4.73,4.53,4.27,4.00,4.33,4.27,4.67,4.27,3.93
Spring,2017,JOSHUA ZELESNICK,ENG,76101,INTERPRETN & ARGMNT,DD,11,18,61%,6.36,4.36,4.18,4.36,4.45,4.36,4.27,4.55,4.36,3.91
Spring,2017,KENDRA WILLIAMSON,ENG,76101,INTERPRETN & ARGMNT,E,15,18,83%,6.50,4.60,4.60,4.60,4.80,4.60,4.47,4.80,4.60,3.73
Spring,2017,JOSHUA ZELESNICK,ENG,76101,INTERPRETN & ARGMNT,F,13,19,68%,10.38,4.69,4.62,4.38,4.54,4.46,4.54,4.62,4.31,4.15
Spring,2017,MARIA POZNAHOVSKA,ENG,76101,INTERPRETN & ARGMNT,G,15,19,79%,8.60,4.53,4.29,4.40,4.53,4.40,4.47,4.67,4.60,4.27
Spring,2017,SOPHIE WODZAK,ENG,76101,INTERPRETN & ARGMNT,GG,12,16,75%,6.00,4.83,5.00,4.92,4.75,4.67,4.92,4.92,4.92,4.75
Spring,2017,RACHEL GOODMANSON,ENG,76101,INTERPRETN & ARGMNT,H,15,19,79%,6.60,4.93,4.93,4.93,4.93,4.87,4.87,4.93,4.93,4.93
Spring,2017,KATHARINE SHROPSHIRE,ENG,76101,INTERPRETN & ARGMNT,I,13,19,68%,8.27,4.69,4.77,4.77,4.85,4.62,4.62,4.92,4.85,4.69
Spring,2017,MARGARET GOSS,ENG,76101,INTERPRETN & ARGMNT,II,17,17,100%,8.38,4.82,4.76,4.76,4.63,4.50,4.82,4.82,4.59,4.35
Spring,2017,JACOB GOESSLING,ENG,76101,INTERPRETN & ARGMNT,J,9,19,47%,7.00,3.78,3.44,3.33,3.33,4.00,3.56,4.22,3.33,3.56
Spring,2017,JESSICA WILTON,ENG,76101,INTERPRETN & ARGMNT,JJ,12,19,63%,8.00,4.58,4.08,4.17,4.50,4.33,4.42,4.83,4.58,4.25
Spring,2017,RYAN RODERICK,ENG,76101,INTERPRETN & ARGMNT,K,17,19,89%,7.35,4.88,4.59,4.65,4.76,4.47,4.47,4.82,4.53,4.47
Spring,2017,ALEXANDER HELBERG,ENG,76101,INTERPRETN & ARGMNT,KK,17,19,89%,6.82,4.82,4.76,4.82,4.82,4.82,4.71,4.94,4.71,4.59
Spring,2017,JOHN DAWSON,ENG,76101,INTERPRETN & ARGMNT,L,10,17,59%,6.20,4.20,4.30,4.20,4.00,4.10,4.20,4.50,4.10,3.50
Spring,2017,JESSICA WILTON,ENG,76101,INTERPRETN & ARGMNT,M,10,19,53%,8.60,4.80,4.90,4.60,4.80,4.50,4.60,4.90,4.80,4.10
Spring,2017,BRET VUKODER,ENG,76101,INTERPRETN & ARGMNT,MM,15,20,75%,7.20,4.93,4.93,4.93,4.73,4.53,4.53,5.00,4.87,4.73
Spring,2017,CRAIG STAMM,ENG,76101,INTERPRETN & ARGMNT,N,10,20,50%,6.20,4.90,5.00,4.80,4.90,4.90,4.90,5.00,4.90,4.60
Spring,2017,MARISSA MICHAEL,ENG,76101,INTERPRETN & ARGMNT,NN,14,16,88%,7.77,3.93,3.71,4.07,3.79,3.85,3.85,4.31,3.62,3.38
Spring,2017,JOHN DAWSON,ENG,76101,INTERPRETN & ARGMNT,O,12,19,63%,7.00,4.42,4.50,4.58,4.42,4.50,4.50,4.83,4.50,4.33
Spring,2017,WILLIAM PENMAN,ENG,76101,INTERPRETN & ARGMNT,OO,17,19,89%,7.06,4.76,4.71,4.59,4.71,4.47,4.53,4.71,4.53,4.41
Spring,2017,JULIANN REINEKE,ENG,76101,INTERPRETN & ARGMNT,P,17,18,94%,5.53,4.82,4.82,4.88,4.94,4.71,4.71,5.00,4.82,4.82
Spring,2017,MARISSA MICHAEL,ENG,76101,INTERPRETN & ARGMNT,PP,7,14,50%,7.00,4.43,4.71,4.86,4.29,4.29,4.71,4.86,4.57,4.14
Spring,2017,MATTHEW NELSON,ENG,76101,INTERPRETN & ARGMNT,RR,10,19,53%,6.20,4.50,4.00,4.10,4.00,4.10,4.10,4.80,4.30,3.80
Spring,2017,RYAN MITCHELL,ENG,76101,INTERPRETN & ARGMNT,S,15,19,79%,6.60,4.67,4.60,4.67,4.60,4.67,4.60,4.67,4.40,3.73
Spring,2017,MATTHEW NELSON,ENG,76101,INTERPRETN & ARGMNT,SS,11,18,61%,5.00,4.55,4.18,4.27,4.09,4.55,4.09,4.64,4.27,4.18
Spring,2017,RYAN RODERICK,ENG,76101,INTERPRETN & ARGMNT,TT,18,19,95%,7.33,4.67,4.44,4.67,4.50,4.61,4.50,4.78,4.56,4.44
Spring,2017,LUDMILA HYMAN,ENG,76101,INTERPRETN & ARGMNT,W,10,14,71%,9.50,4.80,4.80,4.70,4.90,4.60,4.60,4.80,4.70,4.80
Spring,2017,THOMAS MITCHELL,ENG,76101,INTERPRETN & ARGMNT,WW,5,13,38%,8.00,4.80,4.80,4.60,4.60,4.60,4.40,4.60,4.60,4.60
Spring,2017,MICHAEL WILLIAMS,ENG,76101,INTERPRETN & ARGMNT,X,14,15,93%,10.62,4.21,4.36,4.14,4.64,4.43,4.43,4.71,4.29,4.00
Spring,2017,MICHAEL WILLIAMS,ENG,76101,INTERPRETN & ARGMNT,XX,10,12,83%,9.00,5.00,4.90,5.00,4.80,4.80,4.80,5.00,5.00,4.90
Spring,2017,SILVIA PESSOA,ENG,76101,INTERPRETN & ARGMNT,Y,11,16,69%,7.63,4.09,4.45,4.09,4.27,4.00,4.27,4.00,4.09,3.64
Spring,2017,SILVIA PESSOA,ENG,76101,INTERPRETN & ARGMNT,YY,11,16,69%,10.18,4.00,4.09,4.09,4.55,4.45,4.45,4.00,4.27,4.00
Spring,2017,CHRISTOPHER WARREN,ENG,76198,RESCH TRAIN ENGLISH,A,3,6,50%,6.00,3.33,3.00,3.00,3.00,3.33,2.67,3.67,3.00,3.33
Spring,2017,STEVEN GOTZLER,ENG,76202,AMER BRIT COMTEMP,A,14,16,88%,8.64,4.64,4.79,4.64,4.71,4.50,4.79,4.79,4.64,4.57
Spring,2017,JEFFREY HINKELMAN,ENG,76239,MEDIA/FILM STUDIES,A,20,34,59%,8.37,4.70,4.65,4.55,4.35,4.50,4.70,4.75,4.70,4.70
Spring,2017,NATALIE SUZELIS,ENG,76241,GENDER STUDIES,A,14,14,100%,7.36,4.71,4.57,4.36,3.93,4.71,4.93,4.93,4.54,4.36
Spring,2017,KEVIN GONZALEZ,ENG,76260,SURVEY FORMS:FICTION,A,7,17,41%,7.50,4.86,4.86,5.00,5.00,5.00,4.86,5.00,4.86,5.00
Spring,2017,JANE MCCAFFERTY,ENG,76260,SURVEY FORMS:FICTION,B,9,18,50%,7.33,4.78,3.78,4.11,4.89,4.89,4.78,4.78,4.56,4.67
Spring,2017,CLARE BEAMS,ENG,76260,SURVEY FORMS:FICTION,C,13,20,65%,10.15,4.77,4.54,4.69,5.00,4.69,4.54,4.92,4.85,4.77
Spring,2017,TAMMY RYAN,ENG,76263,SURVEY OF FORMS,A,6,11,55%,7.00,4.67,4.50,4.67,4.67,4.50,4.50,4.67,4.33,4.33
Spring,2017,GERALD COSTANZO,ENG,76265,SURVEY FORMS: POETRY,A,10,15,67%,5.60,4.60,4.30,4.20,4.30,4.50,4.60,4.60,4.40,4.40
Spring,2017,JAMES DANIELS,ENG,76265,SURVEY FORMS: POETRY,B,12,18,67%,5.50,4.50,4.00,4.33,4.58,4.42,4.42,4.58,4.25,4.25
Spring,2017,SHARON DILWORTH,ENG,76269,SURVY FRM SCREENWRTG,A,5,18,28%,7.25,4.60,3.40,4.00,4.00,4.60,4.60,4.20,4.20,4.20
Spring,2017,ANDREW GORDON,ENG,76270,WRITNG FOR PROFESSNS,A,15,18,83%,5.80,4.73,4.80,4.87,4.67,4.73,4.73,4.87,4.73,4.60
Spring,2017,ANDREW GORDON,ENG,76270,WRITNG FOR PROFESSNS,B,18,18,100%,5.50,5.00,5.00,5.00,4.94,4.83,4.89,5.00,4.94,4.83
Spring,2017,ANA COOKE,ENG,76270,WRITNG FOR PROFESSNS,C,12,18,67%,6.75,4.83,4.83,4.83,4.83,4.75,4.75,4.75,4.75,4.58
Spring,2017,DANIEL DICKSON-LAPRADE,ENG,76270,WRITNG FOR PROFESSNS,D,8,17,47%,6.13,4.38,4.13,4.13,3.88,4.25,4.13,4.63,4.38,3.88
Spring,2017,DANIEL DICKSON-LAPRADE,ENG,76270,WRITNG FOR PROFESSNS,E,7,16,44%,3.71,4.86,4.29,4.71,4.57,4.71,4.71,5.00,4.71,4.71
Spring,2017,AMANDA BERARDI,ENG,76270,WRITNG FOR PROFESSNS,F,15,18,83%,6.80,4.87,4.73,4.87,4.93,4.53,4.73,5.00,4.67,4.64
Spring,2017,GARRETT STACK,ENG,76270,WRITNG FOR PROFESSNS,G,18,18,100%,7.60,4.50,4.67,4.78,4.61,4.67,4.83,4.67,4.56,3.89
Spring,2017,JESSICA HARRELL,ENG,76270,WRITNG FOR PROFESSNS,H,13,16,81%,8.00,4.62,4.46,4.62,4.69,4.62,4.62,4.77,4.46,4.08
Spring,2017,EMILY FERRIS,ENG,76270,WRITNG FOR PROFESSNS,I,14,17,82%,7.79,4.62,4.36,4.57,4.64,4.29,4.64,4.71,4.36,4.21
Spring,2017,SUSAN HAGAN,ENG,76270,WRITNG FOR PROFESSNS,W,11,15,73%,12.30,4.45,4.27,4.45,4.55,4.64,4.73,5.00,4.45,4.18
Spring,2017,THOMAS MITCHELL,ENG,76270,WRITNG FOR PROFESSNS,X,7,12,58%,14.57,4.43,4.43,4.14,4.71,4.43,4.43,4.57,4.43,3.43
Spring,2017,NECIA WERNER,ENG,76271,INTR PROF TECH WRIT,A,13,14,93%,6.62,5.00,4.92,4.92,5.00,4.67,4.92,5.00,5.00,4.92
Spring,2017,JOANNA WOLFE,ENG,76285,TEAM COMMUNICATION,A3,13,28,46%,7.08,4.31,3.46,3.62,3.85,4.00,3.77,4.31,3.54,3.54
Spring,2017,JOANNA WOLFE,ENG,76286,ORAL COMMUNICATION,A4,9,17,53%,6.00,4.78,4.67,4.78,4.89,4.89,4.89,4.89,4.89,4.78
Spring,2017,TATYANA GERSHKOVICH,ENG,76297,TPCS RUSSN LANG CLTR,A,1,2,50%,8.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Spring,2017,GERALD COSTANZO,ENG,76306,EDITING & PUBLISH,A,1,2,50%,11.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Spring,2017,JEFFREY WILLIAMS,ENG,76317,CONTEMP AMRCN FIC,A,3,6,50%,9.00,4.33,4.33,4.00,5.00,4.33,4.00,4.33,4.33,4.33
Spring,2017,DUDLEY REYNOLDS,ENG,76324,ADV ACADEMIC WRITING,W,2,2,100%,8.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Spring,2017,JOHN ODDO,ENG,76325,INTERTEXTUALITY,A,6,9,67%,6.50,4.67,4.83,4.83,4.67,4.83,5.00,5.00,4.83,4.33
