Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 9,2: Interest in student learning,3: Explain course requirements,4: Clear learning goals,5: Instructor provides Feedback to students,6: Importance of subject,7: Explains subject matter,8: Show respect for students,9: Overall teaching,10: Overall course
Spring,2017,ROBERT HANDEL,DRA,54792,PLAYWRITING II,A,2,6,33%,5.00,5.00,4.50,5.00,5.00,5.00,5.00,5.00,5.00,
Spring,2017,MICAH HOWARD,MUS,57018,DBL BS PERF CLS,A,1,7,14%,5.00,3.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,
Spring,2017,"PREMO, D.  (co-taught)",MUS,57926,CHAMBER MUS: STRG QT,B,1,4,25%,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,
Spring,2017,DAVID HARDING,MUS,57987,AMS STUDIO (ORCHES),C,1,2,50%,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,
Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 9,2: Interest in student learning,3: Explain course requirements,4: Clear learning goals,5: Instructor provides Feedback to students,6: Importance of subject,7: Explains subject matter,8: Show respect for students,9: Overall teaching,10: Overall course
,2017,,,,Year of 2017,,2472,5307,47%,8.76,4.45,4.24,4.26,4.21,4.39,4.3,4.47,4.29,4.21
Spring,2017,HEATHER WORKINGER,ARC,48026,FRST YR SEM:ARCH ED,A,34,67,51%,3.73,4.03,4.03,4.03,3.09,3.68,3.85,4.47,3.71,3.09
Spring,2017,KAI GUTSCHOW,ARC,48105,ARC DSGN STU: FDT II,1,31,67,46%,25.48,4.16,3.71,3.94,3.81,4.40,4.16,4.29,4.13,4.16
Spring,2017,OMER KARAGUZEL,ARC,48116,BUILDING PHYSICS,A,34,66,52%,6.00,3.85,3.94,3.76,3.41,3.74,3.82,4.65,3.50,3.26
Spring,2017,JEREMY FICCA,ARC,48205,ARC DSGN STU: EL II,1,22,49,45%,25.32,4.64,4.36,4.38,4.32,4.59,4.64,4.73,4.50,4.45
Spring,2017,NICOLAS AZEL,ARC,48205,ARC DSGN STU: EL II,A,6,10,60%,25.00,4.17,4.00,3.67,3.67,4.00,4.00,4.50,4.00,4.00
Spring,2017,MAN KIM,ARC,48205,ARC DSGN STU: EL II,B,8,10,80%,25.13,4.75,5.00,4.63,4.75,4.88,4.50,5.00,4.75,4.75
Spring,2017,JEFFERY KING,ARC,48205,ARC DSGN STU: EL II,C,4,9,44%,27.00,5.00,4.75,5.00,4.75,5.00,4.75,5.00,5.00,4.50
Spring,2017,JENNIFER LUCCHINO,ARC,48205,ARC DSGN STU: EL II,D,3,10,30%,25.00,4.33,2.67,3.33,2.67,3.33,3.33,4.33,3.33,4.00
Spring,2017,GERARD DAMIANI,ARC,48215,MATERIALS & ASSEMBLY,A,21,50,42%,14.86,4.38,4.43,4.52,3.81,4.62,4.19,3.95,4.10,4.35
Spring,2017,DIANE SHAW,ARC,48240,HIS SRVY WLD ARC URB,A,33,73,45%,7.03,4.30,4.36,4.18,3.91,4.33,4.39,4.21,4.27,4.33
Spring,2017,STEPHEN LEE,ARC,48305,ARC DSGN STU:INT II,1,20,45,44%,24.44,3.80,3.50,3.75,3.60,4.05,4.00,3.80,3.50,3.80
Spring,2017,DANIEL COLVARD,ARC,48305,ARC DSGN STU:INT II,A,11,11,100%,21.50,4.82,4.73,4.91,4.64,4.73,4.64,4.64,4.82,4.45
Spring,2017,STEFANI DANES,ARC,48305,ARC DSGN STU:INT II,B,5,12,42%,27.00,4.80,4.60,4.40,4.00,4.20,4.60,4.20,4.20,3.60
Spring,2017,JEFFREY DAVIS,ARC,48305,ARC DSGN STU:INT II,C,5,12,42%,23.80,4.60,4.00,3.80,4.00,4.40,4.20,4.60,4.40,4.00
Spring,2017,LORI SHAW,ARC,48305,ARC DSGN STU:INT II,D,3,10,30%,21.67,5.00,5.00,5.00,4.33,4.33,4.67,5.00,4.33,4.67
Spring,2017,MARY-LOU ARSCOTT,ARC,48327,MODELING MODERNS,A,2,6,33%,6.50,5.00,5.00,4.00,5.00,5.00,4.00,5.00,4.50,4.00
Spring,2017,HEATHER WORKINGER,ARC,48332,ARCH EXPL: TCHG LRNG,A3,3,9,33%,7.00,4.67,5.00,5.00,4.33,4.33,4.33,5.00,5.00,4.33
Spring,2017,CHRISTINE MONDOR,ARC,48351,HMN FACTORS IN ARCH,A,19,52,37%,5.63,4.16,3.74,4.00,3.84,4.11,4.16,4.58,4.26,3.89
Spring,2017,WILLIAM COOPER,ARC,48356,COLOR DRAWING,A,4,6,67%,9.00,4.50,4.75,4.50,4.75,4.25,4.50,4.50,4.75,4.50
Spring,2017,FRANCESCA TORELLO,ARC,48374,HIST ARC ISLM WORLD,A,3,8,38%,5.00,4.67,4.00,4.33,4.67,4.33,4.33,5.00,4.33,4.33
Spring,2017,VALENTINA VAVASIS,ARC,48380,REAL ESTATE,A,20,49,41%,6.63,4.70,4.80,4.65,4.47,4.80,4.80,4.95,4.65,4.50
Spring,2017,JOHN FOLAN,ARC,48381,ETHICS & ISSUES,A,25,41,61%,11.92,4.68,4.12,4.40,4.44,4.84,4.44,3.44,4.00,3.72
Spring,2017,JOHN FOLAN,ARC,48383,ETHICS,A,10,13,77%,6.67,3.00,2.40,2.10,2.80,3.20,2.30,2.30,2.50,2.00
Spring,2017,JOHN MARS,ARC,48390,PHYS COMP STUDIO,A,3,6,50%,12.00,5.00,4.67,4.67,5.00,4.67,5.00,5.00,5.00,5.00
Spring,2017,JOSHUA BARD,ARC,48410,ASOS II,A,2,8,25%,19.00,4.50,4.00,4.50,4.50,4.50,5.00,4.50,4.50,4.00
Spring,2017,GERARD DAMIANI,ARC,48410,ASOS II,B,4,5,80%,23.25,3.75,4.25,4.00,4.50,3.75,4.00,3.50,4.00,3.75
Spring,2017,JOHN FOLAN,ARC,48410,ASOS II,C,3,4,75%,27.00,5.00,4.67,4.67,4.33,5.00,5.00,4.33,5.00,5.00
Spring,2017,HAL HAYES,ARC,48410,ASOS II,D,2,5,40%,25.50,4.50,4.50,4.00,4.50,4.50,4.50,3.50,4.50,4.50
Spring,2017,JONATHAN KLINE,ARC,48410,ASOS II,E,1,5,20%,27.00,4.00,4.00,5.00,4.00,4.00,4.00,5.00,4.00,4.00
Spring,2017,VIVIAN LOFTNESS,ARC,48410,ASOS II,F,5,6,83%,26.40,5.00,4.60,4.60,4.80,5.00,4.80,5.00,5.00,5.00
Spring,2017,DIANE SHAW,ARC,48440,AMERICAN REGIONALISM,A,7,11,64%,8.50,5.00,5.00,4.86,5.00,5.00,5.00,5.00,5.00,5.00
Spring,2017,SUSAN ZITTERBART,ARC,48442,HIST ASIAN ARCH,A,6,14,43%,7.50,4.83,4.33,4.83,4.83,4.83,4.83,4.83,4.50,4.67
Spring,2017,CHARLES ROSENBLUM,ARC,48448,HISTRY SUSTAIN ARCH,A,10,18,56%,6.00,3.60,3.40,3.30,3.60,3.90,3.50,4.30,3.50,3.40
Spring,2017,JOHN FOLAN,ARC,48494,BEY PAT UDBS,A,7,8,88%,10.71,5.00,4.57,4.00,4.57,5.00,4.43,4.57,4.86,4.43
Spring,2017,KAI GUTSCHOW,ARC,48497,THESIS PREP,A,1,8,13%,5.00,5.00,4.00,4.00,4.00,5.00,5.00,5.00,4.00,4.00
Spring,2017,GERARD DAMIANI,ARC,48510,ASOS IV,B,3,7,43%,27.00,3.67,4.00,4.00,3.67,4.33,4.67,4.33,4.33,4.00
Spring,2017,JOHN FOLAN,ARC,48510,ASOS IV,C,4,4,100%,27.00,5.00,5.00,5.00,4.50,5.00,4.75,4.75,4.75,4.75
Spring,2017,HAL HAYES,ARC,48510,ASOS IV,D,1,2,50%,27.00,4.00,5.00,4.00,4.00,3.00,4.00,3.00,4.00,5.00
Spring,2017,VIVIAN LOFTNESS,ARC,48510,ASOS IV,F,3,6,50%,22.00,5.00,4.67,4.67,4.33,4.67,4.67,5.00,4.67,4.67
Spring,2017,MARY-LOU ARSCOTT,ARC,48519,ARC STUDIO: TH II/IP,A,3,11,27%,20.33,5.00,4.33,4.33,4.00,4.67,4.67,5.00,5.00,4.33
Spring,2017,DARAGH BYRNE,ARC,48528,RES MOB ENV,A,7,10,70%,8.86,4.57,3.86,4.29,4.43,4.29,4.43,4.71,4.71,4.29
Spring,2017,Michael JEFFERS,ARC,48545,MKG INTL,A,1,2,50%,11.00,4.00,3.00,3.00,4.00,4.00,3.00,3.00,3.00,3.00
Spring,2017,Michael JEFFERS,ARC,48555,INTRO ARC ROBO,A,2,8,25%,9.50,2.50,1.50,1.50,1.50,3.50,2.00,1.00,2.00,2.50
Spring,2017,SCOTT SMITH,ARC,48564,FURNITURE DES & CONS,A,2,7,29%,11.00,4.00,4.00,4.00,4.50,4.50,4.50,4.50,4.50,4.50
Spring,2017,KRISTEN KURLAND,ARC,48569,GIS CAFM,A,7,7,100%,8.86,4.57,4.86,4.43,4.29,4.71,4.71,4.86,4.57,4.57
Spring,2017,CYNTHIA LIMAURO,ARC,48587,ARCH LIGHTING DESIGN,A,3,7,43%,5.00,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67,4.67
Spring,2017,DONALD CARTER,ARC,48712,MUD GRADUATE SEMINAR,A,7,7,100%,3.29,4.71,4.86,4.43,4.43,4.43,4.29,5.00,4.86,4.29
Spring,2017,DANIEL CARDOSO LLACH,ARC,48715,CMPT DSGN PRE THS PR,A,6,9,67%,5.60,4.33,4.50,4.50,4.17,4.50,4.50,4.83,4.50,4.17
Spring,2017,RAY GASTIL,ARC,48720,PLNNG DES,A,1,5,20%,5.00,5.00,2.00,2.00,4.00,3.00,3.00,5.00,4.00,4.00
Spring,2017,OMER KARAGUZEL,ARC,48721,BLDG CONTRL DIAGNSTC,A,10,10,100%,8.00,4.20,4.10,4.20,4.30,4.30,4.11,4.60,4.10,4.10
Spring,2017,VOLKER HARTKOPF,ARC,48723,PERF ADV BLDNG SYSTM,A,7,10,70%,6.29,4.57,4.00,3.57,4.14,4.43,4.00,4.29,3.57,3.86
Spring,2017,JONATHAN KLINE,ARC,48740,UD METHODS & THEORY,A,8,10,80%,5.38,4.63,4.63,4.63,4.38,4.38,4.63,4.88,4.25,4.38
Spring,2017,NINA BAIRD,ARC,48752,ZERO ENERGY HOUSING,A,10,16,63%,11.30,4.90,4.60,4.60,4.78,4.70,4.70,4.90,4.60,4.60
Spring,2017,NINA BAIRD,ARC,48761,INT COM SYS,A,2,3,67%,8.00,5.00,3.50,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Spring,2017,KRISTEN KURLAND,ARC,48781,SPTL ANLY INFRTC PLN,A,17,19,89%,10.69,4.94,4.88,4.88,4.53,4.94,4.88,4.94,5.00,5.00
Spring,2017,ERICA COCHRAN,ARC,48792,PHD INDEP STUDY,E,2,2,100%,14.00,4.50,4.50,4.50,4.50,4.00,4.00,5.00,4.50,4.00
Spring,2017,VIVIAN LOFTNESS,ARC,48792,PHD INDEP STUDY,V,4,6,67%,14.25,5.00,5.00,5.00,5.00,5.00,4.75,5.00,5.00,5.00
Spring,2017,"LAM, K.  (co-taught)",ARC,48797,PHD DISSERTATION DEF,A,3,4,75%,14.33,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Spring,2017,VIVIAN LOFTNESS,ARC,48812,THESIS PREP DPP,V,1,2,50%,24.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Spring,2017,MARIA ELENA VERSARI,ART,60109,ADV IN ARTS TIME,A,18,29,62%,5.83,4.39,3.94,4.18,4.06,4.44,4.06,4.61,4.17,4.06
Spring,2017,RICHARD PELL,ART,60110,EMS MOVING IMAGE,A,9,15,60%,10.00,4.22,4.00,4.11,4.00,4.22,4.11,4.11,4.11,4.11
Spring,2017,ZHIWAN CHEUNG,ART,60110,EMS MOVING IMAGE,B,18,18,100%,10.17,4.00,4.44,4.22,4.17,4.17,4.11,4.06,4.06,3.89
Spring,2017,ANGELA WASHKO,ART,60110,EMS MOVING IMAGE,C,13,18,72%,9.46,4.31,4.46,4.31,4.31,4.46,4.38,4.46,4.38,4.08
Spring,2017,SCOTT ANDREW,ART,60110,EMS MOVING IMAGE,D,11,18,61%,12.09,4.73,4.73,4.64,4.91,4.45,4.73,4.64,4.73,4.73
Spring,2017,SPENCER DIAZ,ART,60125,INTRO TO 3D ANIMATN,A,6,16,38%,14.83,4.83,4.33,4.67,4.67,4.83,4.33,4.83,4.33,4.67
Spring,2017,PHILLIP SCARPONE,ART,60131,3D MEDIA STUDIO II,A3,8,12,67%,9.88,4.50,4.25,4.25,4.38,4.25,4.38,4.50,4.38,4.25
Spring,2017,PHILLIP SCARPONE,ART,60131,3D MEDIA STUDIO II,A4,10,15,67%,11.78,4.60,4.70,4.50,4.70,4.40,4.60,4.60,4.50,4.60
Spring,2017,CAROL KUMATA,ART,60131,3D MEDIA STUDIO II,B3,5,14,36%,11.00,4.00,4.00,3.60,4.00,4.00,4.00,4.20,4.00,3.40
Spring,2017,CAROL KUMATA,ART,60131,3D MEDIA STUDIO II,B4,1,7,14%,14.00,3.00,3.00,3.00,5.00,2.00,3.00,5.00,3.00,3.00
Spring,2017,ROBERT BINGHAM,ART,60131,3D MEDIA STUDIO II,C3,6,13,46%,10.17,4.67,3.67,4.00,4.67,4.00,4.00,4.83,4.50,4.00
Spring,2017,ROBERT BINGHAM,ART,60131,3D MEDIA STUDIO II,C4,10,16,63%,11.40,4.70,4.30,4.11,4.40,4.30,3.90,4.80,4.40,4.30
Spring,2017,ZHIWAN CHEUNG,ART,60131,3D MEDIA STUDIO II,D3,8,8,100%,9.71,3.63,4.25,4.25,4.50,3.88,3.88,3.50,4.00,3.88
Spring,2017,ZHIWAN CHEUNG,ART,60131,3D MEDIA STUDIO II,D4,7,9,78%,11.00,3.86,3.71,3.71,4.00,4.00,4.00,3.57,3.57,3.57
Spring,2017,JAMIE GRUZSKA,ART,60141,B & W PHOTOGRAPHY I,A,4,8,50%,9.50,4.00,3.75,4.00,4.00,3.75,4.25,3.50,3.50,4.00
Spring,2017,IVETTE SPRADLIN,ART,60141,B & W PHOTOGRAPHY I,B,4,5,80%,12.00,4.50,4.25,4.00,4.25,3.75,4.75,4.75,4.75,4.50
Spring,2017,T. ROSS MANTLE,ART,60142,DIGITAL PHOTOGRPHY I,A,3,4,75%,7.00,4.67,4.67,4.33,4.67,4.67,4.67,4.67,4.67,4.67
Spring,2017,KRISTEN KOVAK,ART,60157,DRAWING NON-MAJORS,A,12,14,86%,12.08,5.00,4.67,4.83,4.92,4.67,4.75,4.92,4.92,4.92
Spring,2017,ECHO EGGEBRECHT,ART,60160,2D MDA STD: IMAGING,A,8,12,67%,14.14,4.63,4.38,4.25,4.63,4.50,4.25,4.63,4.50,4.38
Spring,2017,DANIEL FERRELL,ART,60160,2D MDA STD: IMAGING,B,6,7,86%,11.50,3.67,3.50,3.67,4.17,4.00,3.67,4.33,3.67,4.00
Spring,2017,ANDREW JOHNSON,ART,60160,2D MDA STD: IMAGING,C,5,15,33%,9.20,4.20,4.20,4.20,4.40,4.40,4.60,4.40,4.40,4.40
Spring,2017,ANDREW JOHNSON,ART,60160,2D MDA STD: IMAGING,D,10,18,56%,12.90,4.60,3.10,3.20,4.60,4.30,3.90,4.30,4.40,4.30
Spring,2017,MELISSA RAGONA,ART,60206,CNTP VSL CLT 1960-PR,A,25,33,76%,6.60,4.60,4.12,4.12,4.13,4.56,4.40,4.60,4.29,4.08
Spring,2017,MARTIN PREKOP,ART,60241,BL & WHT PHOTOGHY II,A,1,2,50%,8.00,4.00,4.00,4.00,5.00,4.00,5.00,5.00,5.00,5.00
Spring,2017,MARK PERROTT,ART,60245,PORTRAIT PHOTOGRAPHY,A,1,3,33%,14.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Spring,2017,IMIN YEH,ART,60251,2D MEDA STD:PRT MEDA,A,2,7,29%,8.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Spring,2017,PAOLO PEDERCINI,ART,60280,INTRO CONTEXT PRACT,A,3,11,27%,8.00,4.00,3.33,3.33,4.00,3.33,3.67,3.67,3.67,2.67
Spring,2017,JOSEPH MANNINO,ART,60280,INTRO CONTEXT PRACT,B,6,12,50%,11.17,4.67,3.83,4.00,4.83,4.67,4.83,4.83,5.00,4.00
Spring,2017,DAWN WELESKI,ART,60280,INTRO CONTEXT PRACT,C,6,9,67%,10.17,4.50,4.00,4.00,4.17,4.83,4.50,4.67,4.00,3.50
Spring,2017,LOWRY BURGESS,ART,60373,ASTHCS FRM GLBL VWPT,A,7,10,70%,3.71,4.71,4.43,4.71,4.14,4.43,4.57,4.43,4.43,4.43
Spring,2017,ELIZABETH GRIFFIN,ART,60376,LRG FORMT PHOTOGRPHY,A,2,3,67%,8.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Spring,2017,ELAINE KING,ART,60388,SPECIAL TOPICS,A4,1,4,25%,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Spring,2017,ELAINE KING,ART,60390,SPECIAL TOPICS,A4,5,10,50%,10.00,2.60,2.80,2.20,2.40,2.20,2.40,3.00,2.20,1.80
Spring,2017,LOWRY BURGESS,ART,60392,INNER GEOGRAPHIES,A,8,18,44%,5.00,4.38,3.63,3.75,3.50,4.38,4.13,4.63,4.00,3.75
Spring,2017,DEVAN SHIMOYAMA,ART,60403,EXTENDED STUDIO,A,7,26,27%,19.86,4.86,4.71,5.00,5.00,4.71,4.57,5.00,5.00,4.71
Spring,2017,PAOLO PEDERCINI,ART,60406,INTERNET RESISTANCE,A,2,5,40%,6.50,2.00,3.50,3.00,2.50,2.50,1.50,2.50,2.00,2.00
Spring,2017,JESSE STILES,ART,60407,EXPERIMNT SND SYNTH,A,1,2,50%,11.00,4.00,4.00,3.00,2.00,4.00,5.00,5.00,4.00,4.00
Spring,2017,ANGELA WASHKO,ART,60424,ADV CP/ETB: SPEC TPC,A,8,12,67%,13.25,4.38,4.63,4.38,4.38,4.50,4.38,3.63,4.38,4.25
Spring,2017,CAROL KUMATA,ART,60431,ADV SIS INSTALLATION,A,6,10,60%,8.00,3.33,3.50,3.33,3.33,3.33,3.50,4.33,3.67,3.17
Spring,2017,JOSEPH MANNINO,ART,60433,ADV SIS CLAY SCULPTR,A,5,11,45%,10.25,4.60,4.80,4.20,4.60,4.20,4.40,4.80,4.80,4.40
Spring,2017,ROBERT BINGHAM,ART,60437,ADV CP/SIS: ENV SCLT,A,3,13,23%,11.00,4.67,4.67,4.67,4.67,4.67,4.67,4.00,5.00,4.67
Spring,2017,CLAYTON MERRELL,ART,60452,ADV DP3: COLOR,A,5,12,42%,12.20,4.80,4.80,5.00,4.80,4.80,5.00,5.00,5.00,4.80
Spring,2017,MARTIN PREKOP,ART,60453,ADV DP3 PAINTING,A,10,14,71%,11.70,4.10,3.70,3.90,4.30,4.00,4.00,4.40,4.10,3.90
Spring,2017,SUSANNE SLAVICK,ART,60459,ADV DP3: DRAW/PAINT,A,7,16,44%,11.86,4.71,4.57,4.29,4.29,4.43,4.57,4.57,4.57,4.43
Spring,2017,GOLAN LEVIN,ART,60461,EXPERIMENTAL CAPTURE,A,14,17,82%,14.21,4.93,4.71,4.86,4.86,5.00,4.86,4.86,5.00,4.93
Spring,2017,JOHN PENA,ART,60464,GRAPHIC NOVEL,A,9,13,69%,10.67,5.00,4.78,4.78,5.00,5.00,5.00,5.00,5.00,5.00
Spring,2017,IMIN YEH,ART,60468,ADV DP3 OUT OF PRINT,A,6,11,55%,13.33,5.00,4.83,5.00,4.83,5.00,5.00,5.00,5.00,4.83
Spring,2017,IMIN YEH,ART,60475,ADV DP3: PRINT MEDIA,A,1,3,33%,11.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00
Spring,2017,MELISSA RAGONA,ART,60701,MFA ACADEMIC SEMINAR,A,4,4,100%,8.00,4.00,3.00,3.50,3.75,4.50,4.00,3.25,3.75,3.50
Spring,2017,GOLAN LEVIN,ART,60761,EXPERIMENTAL CAPTURE,A,2,3,67%,15.50,5.00,5.00,5.00,4.50,5.00,4.50,5.00,5.00,5.00
Spring,2017,ELAINE KING,ART,60790,MUSEUMS DIGITAL AGE,A4,2,5,40%,5.00,4.00,2.50,4.00,4.00,3.50,4.50,4.50,4.00,3.50
Spring,2017,SUZIE SILVER,ART,60791,MFA INTEGRATIVE SEM,A,5,15,33%,7.40,4.80,4.80,4.40,4.20,4.20,4.20,4.00,4.00,4.20
Spring,2017,KRISTEN KOVAK,CFA,62110,PASSPORT TO THE ARTS,A,18,29,62%,3.83,4.67,4.56,4.44,4.59,4.72,4.50,4.83,4.78,4.56
Spring,2017,JAMIE GRUZSKA,CFA,62141,B & W PHOTOGRAPHY I,A,6,8,75%,10.00,4.67,4.00,3.50,4.83,4.67,4.83,4.83,4.33,4.67
Spring,2017,IVETTE SPRADLIN,CFA,62141,B & W PHOTOGRAPHY I,B,3,6,50%,11.00,4.33,4.33,4.67,4.67,4.67,4.33,4.33,4.33,4.33
Spring,2017,AARON BLUM,CFA,62141,B & W PHOTOGRAPHY I,C,2,8,25%,6.50,4.50,4.50,4.00,5.00,5.00,4.50,5.00,5.00,4.50
Spring,2017,T. ROSS MANTLE,CFA,62142,DIGITAL PHOTOGRPHY I,A,3,8,38%,8.00,4.33,3.67,3.67,5.00,5.00,4.67,4.67,4.33,4.67
Spring,2017,RAMESH KRISHNAMURTI,CFA,62146,LOOKING AT MAKING,W,4,8,50%,10.50,4.75,4.50,4.50,4.75,4.75,4.75,5.00,4.75,4.75
Spring,2017,RAMESH KRISHNAMURTI,CFA,62238,LOOKING AT SHAPES,W,7,16,44%,5.00,4.57,3.71,4.14,4.29,4.43,4.43,4.71,4.29,4.14
Spring,2017,MARTIN PREKOP,CFA,62241,BL WH PHOTOGRPHY II,A,4,11,36%,10.25,4.50,3.75,4.50,4.75,4.50,4.50,5.00,4.75,4.75
Spring,2017,MARK PERROTT,CFA,62245,PORTRAIT PHOTOGRAPHY,A,5,9,56%,6.20,4.80,4.60,4.60,4.40,4.80,4.80,4.60,4.80,4.80
Spring,2017,DANIEL CARDOSO LLACH,CFA,62275,FUND COMP DES,A,24,51,47%,9.95,3.74,3.48,3.39,3.48,3.43,3.22,3.65,3.26,3.13
Spring,2017,DANA CUPKOVA,CFA,62315,ECLGTCS: COMP TECH U,A,4,7,57%,11.75,4.50,4.50,4.25,4.50,4.50,4.50,4.50,4.75,5.00
Spring,2017,ELIZABETH GRIFFIN,CFA,62375,LARGE FORMAT PHOTO,A,2,3,67%,12.50,5.00,4.50,4.50,5.00,5.00,4.00,5.00,5.00,5.00
